Untrusted Search Path in ventoy/ventoy,,CWE-426: Untrusted Search Path," return 0;
}



//
//copy from Rufus
//
#include <delayimp.h>
// For delay-loaded DLLs, use LOAD_LIBRARY_SEARCH_SYSTEM32 to avoid DLL search order hijacking.
FARPROC WINAPI dllDelayLoadHook(unsigned dliNotify, PDelayLoadInfo pdli)
{
 if (dliNotify == dliNotePreLoadLibrary) {
  // Windows 7 without KB2533623 does not support the LOAD_LIBRARY_SEARCH_SYSTEM32 flag.
  // That is is OK, because the delay load handler will interrupt the NULL return value
  // to mean that it should perform a normal LoadLibrary.
  return (FARPROC)LoadLibraryExA(pdli->szDll, NULL, LOAD_LIBRARY_SEARCH_SYSTEM32);
 }
 return NULL;
}

#if defined(_MSC_VER)
// By default the Windows SDK headers have a `const` while MinGW does not.
const
#endif
PfnDliHook __pfnDliNotifyHook2 = dllDelayLoadHook;

typedef BOOL(WINAPI* SetDefaultDllDirectories_t)(DWORD);
static void DllProtect(void)
{
 SetDefaultDllDirectories_t pfSetDefaultDllDirectories = NULL;

 // Disable loading system DLLs from the current directory (sideloading mitigation)
 // PS: You know that official MSDN documentation for SetDllDirectory() that explicitly
 // indicates that ""If the parameter is an empty string (""""), the call removes the current
 // directory from the default DLL search order""? Yeah, that doesn't work. At all.
 // Still, we invoke it, for platforms where the following call might actually work...
 SetDllDirectoryA("""");

 // For libraries on the KnownDLLs list, the system will always load them from System32.
 // For other DLLs we link directly to, we can delay load the DLL and use a delay load
 // hook to load them from System32. Note that, for this to work, something like:
 // 'somelib.dll;%(DelayLoadDLLs)' must be added to the 'Delay Loaded Dlls' option of
 // the linker properties in Visual Studio (which means this won't work with MinGW).
 // For all other DLLs, use SetDefaultDllDirectories(LOAD_LIBRARY_SEARCH_SYSTEM32).
 // Finally, we need to perform the whole gymkhana below, where we can't call on
 // SetDefaultDllDirectories() directly, because Windows 7 doesn't have the API exposed.
 // Also, no, Coverity, we never need to care about freeing kernel32 as a library.
 // coverity[leaked_storage]

 pfSetDefaultDllDirectories = (SetDefaultDllDirectories_t)
  GetProcAddress(LoadLibraryW(L""kernel32.dll""), ""SetDefaultDllDirectories"");
 if (pfSetDefaultDllDirectories != NULL)
  pfSetDefaultDllDirectories(LOAD_LIBRARY_SEARCH_SYSTEM32);
}


int APIENTRY WinMain(HINSTANCE hInstance, HINSTANCE hPrevInstance, LPSTR lpCmdLine, INT nCmdShow)
{
    int rc;

    UNREFERENCED_PARAMETER(hPrevInstance);

 DllProtect();

    if (GetUserDefaultUILanguage() == 0x0804)
    {
        g_sysinfo.language = LANGUAGE_CN;
    <ProjectGuid>{321D6EE2-2AB3-4103-9F05-EC4EC67A75E1}</ProjectGuid>
    <Keyword>Win32Proj</Keyword>
    <RootNamespace>VentoyPlugson</RootNamespace>
    <WindowsTargetPlatformVersion>10.0</WindowsTargetPlatformVersion>
  </PropertyGroup>
  <Import Project=""$(VCTargetsPath)\Microsoft.Cpp.Default.props"" />
  <PropertyGroup Condition=""'$(Configuration)|$(Platform)'=='Debug|Win32'"" Label=""Configuration"">
    <ConfigurationType>Application</ConfigurationType>
    <UseDebugLibraries>true</UseDebugLibraries>
    <PlatformToolset>v142</PlatformToolset>
    <CharacterSet>MultiByte</CharacterSet>
  </PropertyGroup>
  <PropertyGroup Condition=""'$(Configuration)|$(Platform)'=='Release|Win32'"" Label=""Configuration"">
    <ConfigurationType>Application</ConfigurationType>
    <UseDebugLibraries>false</UseDebugLibraries>
    <PlatformToolset>v142</PlatformToolset>
    <WholeProgramOptimization>true</WholeProgramOptimization>
    <CharacterSet>MultiByte</CharacterSet>
  </PropertyGroup>
      <SubSystem>Windows</SubSystem>
      <GenerateDebugInformation>true</GenerateDebugInformation>
      <UACExecutionLevel>RequireAdministrator</UACExecutionLevel>
      <DelayLoadDLLs>gdi32.dll;winspool.dll;comdlg32.dll;advapi32.dll;shell32.dll;ole32.dll;oleaut32.dll;uuid.dll;odbc32.dll;odbccp32.dll</DelayLoadDLLs>
    </Link>
    <Manifest>
      <AdditionalManifestFiles>$(ProjectDir)\Res\Plugson32.manifest %(AdditionalManifestFiles)</AdditionalManifestFiles>
      <EnableCOMDATFolding>true</EnableCOMDATFolding>
      <OptimizeReferences>true</OptimizeReferences>
      <UACExecutionLevel>RequireAdministrator</UACExecutionLevel>
      <DelayLoadDLLs>gdi32.dll;winspool.dll;comdlg32.dll;advapi32.dll;shell32.dll;ole32.dll;oleaut32.dll;uuid.dll;odbc32.dll;odbccp32.dll</DelayLoadDLLs>
    </Link>
    <Manifest>
      <AdditionalManifestFiles>$(ProjectDir)\Res\Plugson32.manifest %(AdditionalManifestFiles)</AdditionalManifestFiles>
  <ItemGroup>
    <ResourceCompile Include=""VentoyPlugson.rc"" />
  </ItemGroup>
  <ItemGroup>
    <Image Include=""Res\plugson.ico"" />
  </ItemGroup>
  <Import Project=""$(VCTargetsPath)\Microsoft.Cpp.targets"" />
    </ResourceCompile>
  </ItemGroup>
  <ItemGroup>
    <Image Include=""Res\plugson.ico"">
      <Filter>资源文件</Filter>
    </Image>
  </ItemGroup>
    return argc;
}


//
//copy from Rufus
//
#include <delayimp.h>
// For delay-loaded DLLs, use LOAD_LIBRARY_SEARCH_SYSTEM32 to avoid DLL search order hijacking.
FARPROC WINAPI dllDelayLoadHook(unsigned dliNotify, PDelayLoadInfo pdli)
{
    if (dliNotify == dliNotePreLoadLibrary) {
        // Windows 7 without KB2533623 does not support the LOAD_LIBRARY_SEARCH_SYSTEM32 flag.
        // That is is OK, because the delay load handler will interrupt the NULL return value
        // to mean that it should perform a normal LoadLibrary.
        return (FARPROC)LoadLibraryExA(pdli->szDll, NULL, LOAD_LIBRARY_SEARCH_SYSTEM32);
    }
    return NULL;
}

#if defined(_MSC_VER)
// By default the Windows SDK headers have a `const` while MinGW does not.
const
#endif
PfnDliHook __pfnDliNotifyHook2 = dllDelayLoadHook;

typedef BOOL(WINAPI *SetDefaultDllDirectories_t)(DWORD);
static void DllProtect(void)
{
    SetDefaultDllDirectories_t pfSetDefaultDllDirectories = NULL;

    // Disable loading system DLLs from the current directory (sideloading mitigation)
    // PS: You know that official MSDN documentation for SetDllDirectory() that explicitly
    // indicates that ""If the parameter is an empty string (""""), the call removes the current
    // directory from the default DLL search order""? Yeah, that doesn't work. At all.
    // Still, we invoke it, for platforms where the following call might actually work...
    SetDllDirectoryA("""");

    // For libraries on the KnownDLLs list, the system will always load them from System32.
    // For other DLLs we link directly to, we can delay load the DLL and use a delay load
    // hook to load them from System32. Note that, for this to work, something like:
    // 'somelib.dll;%(DelayLoadDLLs)' must be added to the 'Delay Loaded Dlls' option of
    // the linker properties in Visual Studio (which means this won't work with MinGW).
    // For all other DLLs, use SetDefaultDllDirectories(LOAD_LIBRARY_SEARCH_SYSTEM32).
    // Finally, we need to perform the whole gymkhana below, where we can't call on
    // SetDefaultDllDirectories() directly, because Windows 7 doesn't have the API exposed.
    // Also, no, Coverity, we never need to care about freeing kernel32 as a library.
    // coverity[leaked_storage]

    pfSetDefaultDllDirectories = (SetDefaultDllDirectories_t)
        GetProcAddress(LoadLibraryW(L""kernel32.dll""), ""SetDefaultDllDirectories"");
    if (pfSetDefaultDllDirectories != NULL)
        pfSetDefaultDllDirectories(LOAD_LIBRARY_SEARCH_SYSTEM32);
}

int APIENTRY WinMain(HINSTANCE hInstance, HINSTANCE hPrevInstance, LPSTR lpCmdLine, INT nCmdShow)
{
    DWORD dwAttrib;
 HANDLE hMutex;

    UNREFERENCED_PARAMETER(hPrevInstance);

    DllProtect();

    if (GetUserDefaultUILanguage() == 0x0804)
    {
        g_msg_lang = g_msg_cn;
    <ProjectGuid>{9987D9FE-1A40-4C5F-835C-D66B0FEADA26}</ProjectGuid>
    <Keyword>Win32Proj</Keyword>
    <RootNamespace>VentoyVlnk</RootNamespace>
    <WindowsTargetPlatformVersion>10.0</WindowsTargetPlatformVersion>
  </PropertyGroup>
  <Import Project=""$(VCTargetsPath)\Microsoft.Cpp.Default.props"" />
  <PropertyGroup Condition=""'$(Configuration)|$(Platform)'=='Debug|Win32'"" Label=""Configuration"">
    <ConfigurationType>Application</ConfigurationType>
    <UseDebugLibraries>true</UseDebugLibraries>
    <PlatformToolset>v142</PlatformToolset>
    <CharacterSet>Unicode</CharacterSet>
  </PropertyGroup>
  <PropertyGroup Condition=""'$(Configuration)|$(Platform)'=='Release|Win32'"" Label=""Configuration"">
    <ConfigurationType>Application</ConfigurationType>
    <UseDebugLibraries>false</UseDebugLibraries>
    <PlatformToolset>v142</PlatformToolset>
    <WholeProgramOptimization>true</WholeProgramOptimization>
    <CharacterSet>Unicode</CharacterSet>
  </PropertyGroup>
      <SubSystem>Windows</SubSystem>
      <GenerateDebugInformation>true</GenerateDebugInformation>
      <UACExecutionLevel>RequireAdministrator</UACExecutionLevel>
      <DelayLoadDLLs>gdi32.dll;winspool.dll;comdlg32.dll;advapi32.dll;shell32.dll;ole32.dll;oleaut32.dll;uuid.dll;odbc32.dll;odbccp32.dll</DelayLoadDLLs>
    </Link>
    <Manifest>
      <AdditionalManifestFiles>$(ProjectDir)\Res\Vlnk32.manifest %(AdditionalManifestFiles)</AdditionalManifestFiles>
      <EnableCOMDATFolding>true</EnableCOMDATFolding>
      <OptimizeReferences>true</OptimizeReferences>
      <UACExecutionLevel>RequireAdministrator</UACExecutionLevel>
      <DelayLoadDLLs>gdi32.dll;winspool.dll;comdlg32.dll;advapi32.dll;shell32.dll;ole32.dll;oleaut32.dll;uuid.dll;odbc32.dll;odbccp32.dll</DelayLoadDLLs>
    </Link>
    <Manifest>
      <AdditionalManifestFiles>$(ProjectDir)\Res\Vlnk32.manifest %(AdditionalManifestFiles)</AdditionalManifestFiles>
"
Controlled heap buffer overflow in SDP packet parsing in gpac/gpac,,CWE-122: Heap-based Buffer Overflow,"    if (pos <= 0) break;
    timing->OffsetFromStart[timing->NbRepeatOffsets] = SDP_MakeSeconds(comp);
    timing->NbRepeatOffsets += 1;
    if (timing->NbRepeatOffsets == GF_SDP_MAX_TIMEOFFSET) break;
   }
   break;
  case 'z':
    pos = gf_token_get(LineBuf, pos, "" \t\r\n"", comp, 3000);
    timing->AdjustmentOffset[timing->NbZoneOffsets] = SDP_MakeSeconds(comp);
    timing->NbZoneOffsets += 1;
    if (timing->NbZoneOffsets == GF_SDP_MAX_TIMEOFFSET) break;
   }
   break;
  case 'k':
"
Use After Free in new_object in libredwg/libredwg,,CWE-416: Use After Free,
Stack buffer overflow in XML entity parsing in gpac/gpac,,CWE-121: Stack-based Buffer Overflow,"
static void xml_sax_parse_entity(GF_SAXParser *parser)
{
 char szC[2];
 char *ent_name=NULL;
 u32 i = 0;
 XML_Entity *ent = (XML_Entity *)gf_list_last(parser->entities);
 char *skip_chars = "" \t\n\r"";
 i=0;
 if (ent && ent->value) ent = NULL;
 if (ent) skip_chars = NULL;
 szC[1]=0;

 while (parser->current_pos+i < parser->line_size) {
  u8 c = parser->buffer[parser->current_pos+i];
  if (!ent && (c=='%')) {
   parser->current_pos+=i+1;
   parser->sax_state = SAX_STATE_SKIP_DOCTYPE;
   if (ent_name) gf_free(ent_name);
   return;
  }
  else if (!ent && ((c=='\""') || (c=='\'')) ) {

   GF_SAFEALLOC(ent, XML_Entity);
   if (!ent) {
    parser->sax_state = SAX_STATE_ALLOC_ERROR;
    if (ent_name) gf_free(ent_name);
    return;
   }
   if (!ent_name) gf_dynstrcat(&ent_name, """", NULL);

   ent->name = ent_name;
   ent_name=NULL;
   ent->namelen = (u32) strlen(ent->name);
   ent->sep = c;
   parser->current_pos += 1+i;
   gf_list_add(parser->entities, ent);
   skip_chars = NULL;
  } else if (ent && c==ent->sep) {
   if (ent_name) gf_free(ent_name);
   xml_sax_store_text(parser, i);

   ent->value = xml_get_current_text(parser);
   parser->sax_state = SAX_STATE_SKIP_DOCTYPE;
   return;
  } else if (!ent) {
   szC[0] = c;
   gf_dynstrcat(&ent_name, szC, NULL);
   i++;
  } else {
   i++;
  }
 }
 if (ent_name) gf_free(ent_name);
 xml_sax_store_text(parser, i);
}

"
Untrusted Pointer Dereference in gpac/gpac,,CWE-822: Untrusted Pointer Dereference," pps->entropy_coding_sync_enabled_flag = gf_bs_read_int_log(bs, 1, ""entropy_coding_sync_enabled_flag"");
 if (pps->tiles_enabled_flag) {
  pps->num_tile_columns = 1 + gf_bs_read_ue_log(bs, ""num_tile_columns_minus1"");
  if (pps->num_tile_columns > 22) {
   GF_LOG(GF_LOG_ERROR, GF_LOG_CODING, (""[HEVC] Invalid num_tile_columns %u\n"", pps->num_tile_columns));
   return -1;
  }
  pps->num_tile_rows = 1 + gf_bs_read_ue_log(bs, ""num_tile_rows_minus1"");
  if (pps->num_tile_rows > 20) {
   GF_LOG(GF_LOG_ERROR, GF_LOG_CODING, (""[HEVC] Invalid num_tile_rows %u\n"", pps->num_tile_rows));
   return -1;
  }
  pps->uniform_spacing_flag = gf_bs_read_int_log(bs, 1, ""uniform_spacing_flag"");
  if (!pps->uniform_spacing_flag) {
   for (i = 0; i < pps->num_tile_columns - 1; i++) {
"
Classic Buffer Overflow in john in openwall/john,,CWE-120: Classic Buffer Overflow," unsigned char masterkey[CTLEN];
 unsigned int plaintextlen;
 unsigned int ivlen;
 unsigned char iv[IVLEN];
 unsigned int cryptextlen;
 unsigned char cryptext[CTLEN];
 unsigned int expectedhmaclen;
 if (!isdec(p))
  goto err;
 len = atoi(p);
 if (len > SALTLEN)
  goto err;
 if ((p = strtokm(NULL, ""$"")) == NULL) /* salt */
  goto err;
 if (hexlenl(p, &extra)/2 != len || extra)
 if (!isdec(p))
  goto err;
 len = atoi(p);
 if (len > CTLEN)
  goto err;
 if ((p = strtokm(NULL, ""$"")) == NULL) /* masterkey */
  goto err;
 if (hexlenl(p, &extra)/2 != len || extra)
"
NULL Pointer Dereference in gpac/gpac,,CWE-476: NULL Pointer Dereference,"  ptr = (GF_UnknownBox*)gf_list_get(map->boxes, UserDataIndex-1);

  if (ptr->type == GF_ISOM_BOX_TYPE_UNKNOWN) {
   if (!ptr->dataSize) {
    *userData = NULL;
    *userDataSize = 0;
    return GF_OK;
   }
   *userData = (char *)gf_malloc(sizeof(char)*ptr->dataSize);
   if (!*userData) return GF_OUT_OF_MEM;
   memcpy(*userData, ptr->data, sizeof(char)*ptr->dataSize);
   *userDataSize = ptr->dataSize;
   return GF_OK;
  } else if (ptr->type == GF_ISOM_BOX_TYPE_UUID) {
   GF_UnknownUUIDBox *p_uuid = (GF_UnknownUUIDBox *)ptr;
   if (!p_uuid->dataSize) {
    *userData = NULL;
    *userDataSize = 0;
    return GF_OK;
   }
   *userData = (char *)gf_malloc(sizeof(char)*p_uuid->dataSize);
   if (!*userData) return GF_OUT_OF_MEM;
   memcpy(*userData, p_uuid->data, sizeof(char)*p_uuid->dataSize);
"
Heap-based Buffer Overflow in gpac/gpac,,CWE-122: Heap-based Buffer Overflow,"typedef struct
{
 u16 avg_bit_rate, max_bit_rate, avg_pic_rate;
 u8 constant_pic_rate_idc;
} HEVC_RateInfo;


 HEVC_ProfileTierLevel ptl;

 HEVC_SublayerPTL sub_ptl[8];
 //this is not parsed yet (in VPS VUI)
 HEVC_RateInfo rates[8];



  if (!i) {
   hvcc->avgFrameRate = lvcc->avgFrameRate = vps->rates[0].avg_pic_rate;
   hvcc->constantFrameRate = lvcc->constantFrameRate = vps->rates[0].constant_pic_rate_idc;
   hvcc->numTemporalLayers = lvcc->numTemporalLayers = vps->max_sub_layers;
   hvcc->temporalIdNested = lvcc->temporalIdNested = vps->temporal_id_nesting;
  }

  if (!i) {
   cfg->avgFrameRate = vps->rates[0].avg_pic_rate;
   cfg->constantFrameRate = vps->rates[0].constant_pic_rate_idc;
   cfg->numTemporalLayers = vps->max_sub_layers;
  }
  if (!ctx->analyze)
  sps->update_rep_format_flag = gf_bs_read_int_log(bs, 1, ""update_rep_format_flag"");
  if (sps->update_rep_format_flag) {
   sps->rep_format_idx = gf_bs_read_int_log(bs, 8, ""rep_format_idx"");
   if (sps->rep_format_idx>15) {
    return -1;
   }
  } else {
   sps->rep_format_idx = vps->rep_format_idx[layer_id];
  }
  sps->width = vps->rep_formats[sps->rep_format_idx].pic_width_luma_samples;
"
Heap-based Buffer Overflow in john in openwall/john,,CWE-122: Heap-based Buffer Overflow,"  goto err;
 if ((p = strtokm(NULL, ""$"")) == NULL)   // salt
  goto err;
 if (hexlenl(p, &extra) != SALTLEN * 2 || extra)
  goto err;
 if ((p = strtokm(NULL, ""$"")) == NULL)   // iterations
  goto err;
 if (!isdec(p))
  goto err;
 len = atoi(p);
 if (len > CTLEN)
  goto err;
 if ((p = strtokm(NULL, ""*"")) == NULL)   // ciphertext
  goto err;
 if (hexlenl(p, &extra) != len*2 || extra)
"
Generation of Error Message Containing Sensitive Information in luigirizzo/netmap,,CWE-209: Generation of Error Message Containing Sensitive Information,"void
generic_timer_handler(struct hrtimer *t)
{
 DbgPrint(""unimplemented generic_timer_handler\n"", t);
#if 0
 struct nm_generic_mit *mit =
  container_of(t, struct nm_generic_mit, mit_timer);
void nm_os_mitigation_init(struct nm_generic_mit *mit, int idx,
struct netmap_adapter *na)
{
 DbgPrint(""unimplemented generic_timer_handler\n"");
 //KeInitializeDpc(&mit->mit_timer.deferred_proc, &generic_timer_handler, NULL);
 //KeInitializeTimer(&mit->mit_timer.timer);
 //hrtimer_init(&mit->mit_timer, CLOCK_MONOTONIC, HRTIMER_MODE_REL);

void nm_os_mitigation_start(struct nm_generic_mit *mit)
{
 DbgPrint(""unimplemented generic_timer_handler\n"");
 //LARGE_INTEGER test;
 //KeSetTimerEx(&mit->mit_timer.timer, test, 1000, &mit->mit_timer.deferred_proc);
 //mit->mit_timer.active = TRUE;

void nm_os_mitigation_restart(struct nm_generic_mit *mit)
{
 DbgPrint(""unimplemented nm_os_mitigation_start\n"");
 //hrtimer_forward_now(&mit->mit_timer, ktime_set(0, netmap_generic_mit));
}

int nm_os_mitigation_active(struct nm_generic_mit *mit)
{
 DbgPrint(""unimplemented nm_os_mitigation_active\n"");
 return 0;
 //return mit->mit_timer.active;
 //return hrtimer_active(&mit->mit_timer);
"
NULL Pointer Dereference in gpac/gpac,,CWE-476: NULL Pointer Dereference," for (i=0; i<ptr->quality_entry_count; i++) {
  int j=0;
  u32 tmp_strsize=(u32)ptr->size;
  if (!tmp_strsize) return GF_ISOM_INVALID_FILE;
  char *tmp_str = (char*) gf_malloc(tmp_strsize+1);
  if (!tmp_str) return GF_OUT_OF_MEM;
  tmp_str[tmp_strsize]=0;
  while (tmp_strsize) {
   tmp_str[j] = gf_bs_read_u8(bs);
   ISOM_DECREASE_SIZE(ptr, 1)
   tmp_strsize--;
   if (!tmp_str[j])
    break;
   j++;
  }

  gf_list_insert(ptr->quality_segment_url_modifiers, tmp_str, i);
 }

 if (ptr->size < ptr->quality_entry_count)
  return GF_ISOM_INVALID_FILE;


 for (i=0; i<ptr->quality_entry_count; i++) {
  int j=0;
  u32 tmp_strsize = (u32) ptr->size;
  if (!tmp_strsize) return GF_ISOM_INVALID_FILE;
  char *tmp_str = (char*) gf_malloc(tmp_strsize+1);
  if (!tmp_str) return GF_OUT_OF_MEM;
  tmp_str[tmp_strsize]=0;
  while (tmp_strsize) {
   tmp_str[j] = gf_bs_read_u8(bs);
   ISOM_DECREASE_SIZE(ptr, 1)
   tmp_strsize--;
   if (!tmp_str[j])
    break;
   j++;
  }

  gf_list_insert(ptr->quality_segment_url_modifiers, tmp_str, i);
 }

 ISOM_DECREASE_SIZE(ptr, 4)
 ptr->fragment_run_entry_count = gf_bs_read_u32(bs);
 if (ptr->size / 16 < ptr->fragment_run_entry_count)
  return GF_ISOM_INVALID_FILE;
"
Heap-based Buffer Overflow in gpac/gpac,,CWE-122: Heap-based Buffer Overflow," */
u64 gf_bs_get_cookie(GF_BitStream *bs);


/*!
\brief Marks overflow access

Marks the bitstream as overflown (reading outside of buffer range). Marking is done automatically when reading but can be forced using this function.

\param bs the target bitstream
\param reset if GF_TRUE, reset overflown state, otherwise mark as overflown
 */
void gf_bs_mark_overflow(GF_BitStream *bs, Bool reset);

/*!
\brief Gets overflow state

Gets overflow state of the bitstream
\param bs the target bitstream
\return 2 if an overflow was marked by user using \ref gf_bs_mark_overflow, 1 if an overflow occured, 0 otherwise
 */
u32 gf_bs_is_overflow(GF_BitStream *bs);

/*! @} */

#ifdef __cplusplus
 Bool mem_mode;
 /*bitstream object for mem mode - this bitstream is NOT destroyed by gf_av1_reset_state(state, GF_TRUE) */
 GF_BitStream *bs;
 Bool unframed;
 u8 *frame_obus;
 u32 frame_obus_alloc;

{
 u32 size, pck_size, i, count, tot_size=0, nb_done=0;
 u64 min_dts = GF_FILTER_NO_TS;
 u32 min_timescale, min_nal_size;
 GF_Err process_error = GF_OK;
 Bool has_svc_prefix = GF_FALSE;

 min_nal_size = codec_type ? 2 : 1;

 count = gf_list_count(pctx->ipids);
 for (i=0; i<count; i++) {
  u64 ts;
    e = GF_NON_COMPLIANT_BITSTREAM;
    break;
   }
   if (nal_size < min_nal_size) {
    GF_LOG(GF_LOG_ERROR, GF_LOG_CODING, (""[BSAgg] Invalid NAL size %d but mn size %d\n"", nal_size, min_nal_size));
    e = GF_NON_COMPLIANT_BITSTREAM;
    break;
   }

   //AVC
   if (codec_type==0) {
    nal_type = data[size] & 0x1F;
    if ((nal_type == GF_AVC_NALU_SVC_PREFIX_NALU) || (nal_type==GF_AVC_NALU_SVC_SLICE)) {
     if (nal_size < 4) {
      GF_LOG(GF_LOG_ERROR, GF_LOG_CODING, (""[BSAgg] Invalid NAL size %d but mn size 4\n"", nal_size));
      e = GF_NON_COMPLIANT_BITSTREAM;
      break;
     }
     has_svc_prefix = GF_TRUE;
     //quick parse svc nal header (right after 1-byte nal header)
     //u32 prio_id = (data[size+1]) & 0x3F;

static GF_Err nalu_split_packet(BSSplitCtx *ctx, BSSplitIn *pctx, GF_FilterPacket *pck, u32 codec_type)
{
 u32 size, pck_size, min_nal_size;
 GF_Err e;
 u64 pck_ts;
 Bool has_svc_prefix = GF_FALSE;
 if (!pctx->first_ts_plus_one) {
  pctx->first_ts_plus_one = pck_ts+1;
 }
 min_nal_size = codec_type ? 2 : 1;

 size=0;
 while (size<pck_size) {
   e = GF_NON_COMPLIANT_BITSTREAM;
   break;
  }
  if (nal_size < min_nal_size) {
   GF_LOG(GF_LOG_ERROR, GF_LOG_CODING, (""[BSSplit] Invalid NAL size %d but mn size %d\n"", nal_size, min_nal_size));
   e = GF_NON_COMPLIANT_BITSTREAM;
   break;
  }

  //AVC
  if (codec_type==0) {
 if (hevc) {
#ifndef GPAC_DISABLE_HEVC

  if (ptr_size<=1) {
   gf_fprintf(dump, ""error=\""invalid nal size 1\""/>\n"");
   return;
  }
 if (vvc) {
  u8 lid, tid;

  if (ptr_size<=1) {
   gf_fprintf(dump, ""error=\""invalid nal size 1\""/>\n"");
   return;
  }

  if (full_bs_dump) {
   vvc->parse_mode = 2;
   if (pctx) {
 }

 //avc
 if (!ptr_size) {
  gf_fprintf(dump, ""error=\""invalid nal size 1\""/>\n"");
  return;
 }
 type = ptr[0] & 0x1F;
 nal_ref_idc = ptr[0] & 0x60;
 nal_ref_idc>>=5;
 u8 nal_unit_type, temporal_id, layer_id;
 *skip_nal = GF_FALSE;

 if (size<2) return -1;

 gf_bs_reassign_buffer(ctx->bs_r, data, size);
 res = gf_hevc_parse_nalu_bs(ctx->bs_r, ctx->hevc_state, &nal_unit_type, &temporal_id, &layer_id);
 ctx->nb_nalus++;
 u8 nal_unit_type, temporal_id, layer_id;
 *skip_nal = GF_FALSE;

 if (size<2) return -1;
 gf_bs_reassign_buffer(ctx->bs_r, data, size);
 res = gf_vvc_parse_nalu_bs(ctx->bs_r, ctx->vvc_state, &nal_unit_type, &temporal_id, &layer_id);
 ctx->nb_nalus++;
 s32 ps_idx = 0;
 s32 res = 0;

 if (!size) return -1;
 gf_bs_reassign_buffer(ctx->bs_r, data, size);
 *skip_nal = GF_FALSE;
 res = gf_avc_parse_nalu(ctx->bs_r, ctx->avc_state);
 else
  is_avcc = GF_FALSE;

 //we don't use gf_odf_avc_cfg_read to deal with missing rext profile signaling on many files
 ptr->config->configurationVersion = gf_bs_read_u8(bs);
 ptr->config->AVCProfileIndication = gf_bs_read_u8(bs);
 ptr->config->profile_compatibility = gf_bs_read_u8(bs);
   }
  }
#endif
  GF_LOG(GF_LOG_WARNING, GF_LOG_CODING, (""[isom/avcc] Missing REXT profile signaling, patching.\n""));
  return GF_OK;
 }
 ISOM_DECREASE_SIZE(ptr, 4)
"
NULL Pointer Dereference in gpac/gpac,,CWE-476: NULL Pointer Dereference,"     ch->sample_num--;
   } else {
    if (ch->to_init && ch->sample_num) {
     GF_LOG(GF_LOG_ERROR, GF_LOG_CONTAINER, (""[IsoMedia] Failed to fetch initial sample %d for track %d\n"", ch->sample_num, ch->track));
     ch->last_state = GF_ISOM_INVALID_FILE;
    } else {
     GF_LOG(GF_LOG_ERROR, GF_LOG_CONTAINER, (""[IsoMedia] File truncated, aborting read for track %d\n"", ch->track));
     ch->last_state = GF_EOS;
    }
   }
  } else {
   e = gf_isom_last_error(ch->owner->mov);
   GF_LOG((e==GF_ISOM_INCOMPLETE_FILE) ? GF_LOG_DEBUG : GF_LOG_WARNING, GF_LOG_DASH, (""[IsoMedia] Track #%d fail to fetch sample %d / %d: %s\n"", ch->track, ch->sample_num, gf_isom_get_sample_count(ch->owner->mov, ch->track), gf_error_to_string(e) ));

   if ((e<GF_OK) && (e!=GF_ISOM_INCOMPLETE_FILE)) {
    ch->last_state = GF_EOS;
   }
  }
  return;
 }
   GF_ISOSample *samp;
   if (safs[i].last_sample==safs[i].nb_samp) continue;
   samp = gf_isom_get_sample(dumper->file, safs[i].track_num, safs[i].last_sample + 1, &di);
   if (!samp) {
    gf_saf_mux_del(mux);
    return gf_isom_last_error(dumper->file);
   }

   gf_saf_mux_add_au(mux, safs[i].stream_id, (u32) (samp->DTS+samp->CTS_Offset), samp->data, samp->dataLength, (samp->IsRAP==RAP) ? 1 : 0);
   /*data is kept by muxer!!*/
   gf_free(samp);
  }

  if (!sdump->XMLDump) gf_fprintf(sdump->trace, ""["");
  if (mffield) {
   for (i=0; i<mffield->count; i++) {
    if (i) gf_fprintf(sdump->trace, "" "");
    gf_sg_vrml_mf_get_item(field.far_ptr, field.fieldType, &slot_ptr, i);
    gf_dump_vrml_sffield(sdump, sf_type, slot_ptr, 1, node);
   }
  }
  if (!sdump->XMLDump) gf_fprintf(sdump->trace, ""]"");

    } else {
     gf_fprintf(sdump->trace, "" %s=\"""", GetXMTFieldTypeValueName(field.fieldType));
    }
    if (mffield) {
     for (i=0; i<mffield->count; i++) {
      if (i) gf_fprintf(sdump->trace, "" "");
      if (field.fieldType != GF_SG_VRML_MFNODE) {
       gf_sg_vrml_mf_get_item(field.far_ptr, field.fieldType, &slot_ptr, i);
       gf_dump_vrml_sffield(sdump, sf_type, slot_ptr, (mffield->count>1) ? 1 : 0, node);
      }
     }
    }
    gf_fprintf(sdump->trace, ""\""/>\n"");
"
Heap-based Buffer Overflow in gpac/gpac,,CWE-122: Heap-based Buffer Overflow," }
 if (ptr->size) {
  u32 bytesToRead = (u32) ptr->size;
  ptr->notice = (char*)gf_malloc((bytesToRead+1) * sizeof(char));
  if (ptr->notice == NULL) return GF_OUT_OF_MEM;
  gf_bs_read_data(bs, ptr->notice, bytesToRead);
  ptr->notice[bytesToRead] = 0;
 }
 return GF_OK;
}
"
